Date,ReturnPercent,AvailableCash,AccountValue
1999-11-01,0.2,100000,120000.0
1999-11-02,0.12180360721442877,75000,112180.36072144288
1999-11-03,-0.22932203389830508,75000,77067.79661016949
1999-11-04,-0.22898305084745763,75000,77101.69491525424
1999-11-05,-0.2484448999999999,75000,75155.51000000001
